T14,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
762,Tajikistan,2015,Balance of Payments: Capital account (millions of US dollars),144,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2018,Balance of Payments: Capital account (millions of US dollars),176,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2019,Balance of Payments: Capital account (millions of US dollars),169,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2020,Balance of Payments: Capital account (millions of US dollars),189,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2010,Balance of Payments: Financial account (millions of US dollars),-245,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2015,Balance of Payments: Financial account (millions of US dollars),-485,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2018,Balance of Payments: Financial account (millions of US dollars),-469,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2019,Balance of Payments: Financial account (millions of US dollars),-185,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
762,Tajikistan,2020,Balance of Payments: Financial account (millions of US dollars),675,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1985,Balance of Payments: Current account (millions of US dollars),"-1,537",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1995,Balance of Payments: Current account (millions of US dollars),"-13,582",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2010,Balance of Payments: Current account (millions of US dollars),"11,486",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2015,Balance of Payments: Current account (millions of US dollars),"27,753",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2018,Balance of Payments: Current account (millions of US dollars),"28,423",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2019,Balance of Payments: Current account (millions of US dollars),"38,206",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2020,Balance of Payments: Current account (millions of US dollars),"16,298",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2010,Balance of Payments: Capital account (millions of US dollars),245,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2015,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2018,Balance of Payments: Capital account (millions of US dollars),-611,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2019,Balance of Payments: Capital account (millions of US dollars),4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2020,Balance of Payments: Capital account (millions of US dollars),43,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1985,Balance of Payments: Financial account (millions of US dollars),"-1,434",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,1995,Balance of Payments: Financial account (millions of US dollars),"-14,778",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2010,Balance of Payments: Financial account (millions of US dollars),"7,751",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2015,Balance of Payments: Financial account (millions of US dollars),"22,658",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2018,Balance of Payments: Financial account (millions of US dollars),"20,467",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2019,Balance of Payments: Financial account (millions of US dollars),"29,240",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
764,Thailand,2020,Balance of Payments: Financial account (millions of US dollars),"21,944",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2010,Balance of Payments: Current account (millions of US dollars),"1,671",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2015,Balance of Payments: Current account (millions of US dollars),225,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2018,Balance of Payments: Current account (millions of US dollars),-191,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2019,Balance of Payments: Current account (millions of US dollars),134,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2020,Balance of Payments: Current account (millions of US dollars),-357,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2010,Balance of Payments: Capital account (millions of US dollars),31,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2015,Balance of Payments: Capital account (millions of US dollars),29,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2018,Balance of Payments: Capital account (millions of US dollars),52,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2019,Balance of Payments: Capital account (millions of US dollars),26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2020,Balance of Payments: Capital account (millions of US dollars),12,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2010,Balance of Payments: Financial account (millions of US dollars),"1,703",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2015,Balance of Payments: Financial account (millions of US dollars),191,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2018,Balance of Payments: Financial account (millions of US dollars),-107,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2019,Balance of Payments: Financial account (millions of US dollars),65,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
626,Timor-Leste,2020,Balance of Payments: Financial account (millions of US dollars),"-1,651",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,1985,Balance of Payments: Current account (millions of US dollars),-27,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,1995,Balance of Payments: Current account (millions of US dollars),-122,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2010,Balance of Payments: Current account (millions of US dollars),-200,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2015,Balance of Payments: Current account (millions of US dollars),-461,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2018,Balance of Payments: Current account (millions of US dollars),-185,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2019,Balance of Payments: Current account (millions of US dollars),-55,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,1995,Balance of Payments: Capital account (millions of US dollars),3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2010,Balance of Payments: Capital account (millions of US dollars),"1,389",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2015,Balance of Payments: Capital account (millions of US dollars),270,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2018,Balance of Payments: Capital account (millions of US dollars),316,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2019,Balance of Payments: Capital account (millions of US dollars),290,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,1985,Balance of Payments: Financial account (millions of US dollars),-28,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,1995,Balance of Payments: Financial account (millions of US dollars),-139,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2010,Balance of Payments: Financial account (millions of US dollars),"1,192",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2015,Balance of Payments: Financial account (millions of US dollars),-182,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2018,Balance of Payments: Financial account (millions of US dollars),123,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
768,Togo,2019,Balance of Payments: Financial account (millions of US dollars),243,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,1985,Balance of Payments: Current account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2010,Balance of Payments: Current account (millions of US dollars),-87,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2015,Balance of Payments: Current account (millions of US dollars),-44,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2018,Balance of Payments: Current account (millions of US dollars),-31,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2019,Balance of Payments: Current account (millions of US dollars),-4,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2020,Balance of Payments: Current account (millions of US dollars),-19,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2010,Balance of Payments: Capital account (millions of US dollars),72,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2015,Balance of Payments: Capital account (millions of US dollars),23,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2018,Balance of Payments: Capital account (millions of US dollars),49,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2019,Balance of Payments: Capital account (millions of US dollars),29,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2020,Balance of Payments: Capital account (millions of US dollars),69,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,1985,Balance of Payments: Financial account (millions of US dollars),-1,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2010,Balance of Payments: Financial account (millions of US dollars),120,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2015,Balance of Payments: Financial account (millions of US dollars),3,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2018,Balance of Payments: Financial account (millions of US dollars),-17,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2019,Balance of Payments: Financial account (millions of US dollars),21,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
776,Tonga,2020,Balance of Payments: Financial account (millions of US dollars),25,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1985,Balance of Payments: Current account (millions of US dollars),-48,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1995,Balance of Payments: Current account (millions of US dollars),294,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2010,Balance of Payments: Current account (millions of US dollars),"4,172",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2015,Balance of Payments: Current account (millions of US dollars),"2,057",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2018,Balance of Payments: Current account (millions of US dollars),"1,613",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2019,Balance of Payments: Current account (millions of US dollars),"1,056",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2015,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2018,Balance of Payments: Capital account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2019,Balance of Payments: Capital account (millions of US dollars),10,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1985,Balance of Payments: Financial account (millions of US dollars),-322,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,1995,Balance of Payments: Financial account (millions of US dollars),298,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2010,Balance of Payments: Financial account (millions of US dollars),"4,199",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2015,Balance of Payments: Financial account (millions of US dollars),"-1,069",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2018,Balance of Payments: Financial account (millions of US dollars),-619,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
780,Trinidad and Tobago,2019,Balance of Payments: Financial account (millions of US dollars),-73,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1985,Balance of Payments: Current account (millions of US dollars),-581,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1995,Balance of Payments: Current account (millions of US dollars),-774,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2010,Balance of Payments: Current account (millions of US dollars),"-2,104",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2015,Balance of Payments: Current account (millions of US dollars),"-3,850",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2018,Balance of Payments: Current account (millions of US dollars),"-4,443",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2019,Balance of Payments: Current account (millions of US dollars),"-3,284",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1995,Balance of Payments: Capital account (millions of US dollars),47,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2010,Balance of Payments: Capital account (millions of US dollars),82,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2015,Balance of Payments: Capital account (millions of US dollars),225,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2018,Balance of Payments: Capital account (millions of US dollars),128,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2019,Balance of Payments: Capital account (millions of US dollars),137,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1985,Balance of Payments: Financial account (millions of US dollars),-607,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,1995,Balance of Payments: Financial account (millions of US dollars),-861,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2010,Balance of Payments: Financial account (millions of US dollars),"-1,927",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2015,Balance of Payments: Financial account (millions of US dollars),"-3,619",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2018,Balance of Payments: Financial account (millions of US dollars),"-3,751",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
788,Tunisia,2019,Balance of Payments: Financial account (millions of US dollars),"-2,732",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1985,Balance of Payments: Current account (millions of US dollars),"-1,013",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1995,Balance of Payments: Current account (millions of US dollars),"-2,338",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2010,Balance of Payments: Current account (millions of US dollars),"-44,620",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2015,Balance of Payments: Current account (millions of US dollars),"-27,314",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2018,Balance of Payments: Current account (millions of US dollars),"-21,743",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2019,Balance of Payments: Current account (millions of US dollars),"6,759",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2020,Balance of Payments: Current account (millions of US dollars),"-37,315",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2010,Balance of Payments: Capital account (millions of US dollars),-51,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2015,Balance of Payments: Capital account (millions of US dollars),-21,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2018,Balance of Payments: Capital account (millions of US dollars),80,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2019,Balance of Payments: Capital account (millions of US dollars),34,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2020,Balance of Payments: Capital account (millions of US dollars),-39,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1985,Balance of Payments: Financial account (millions of US dollars),"-1,849",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,1995,Balance of Payments: Financial account (millions of US dollars),17,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2010,Balance of Payments: Financial account (millions of US dollars),"-45,128",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2015,Balance of Payments: Financial account (millions of US dollars),"-21,211",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2018,Balance of Payments: Financial account (millions of US dollars),"-10,858",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2019,Balance of Payments: Financial account (millions of US dollars),"1,308",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
792,Turkey,2020,Balance of Payments: Financial account (millions of US dollars),"-38,918",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
796,Turks and Caicos Islands,2015,Balance of Payments: Current account (millions of US dollars),154,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
796,Turks and Caicos Islands,2018,Balance of Payments: Current account (millions of US dollars),173,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
796,Turks and Caicos Islands,2015,Balance of Payments: Financial account (millions of US dollars),440,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
796,Turks and Caicos Islands,2018,Balance of Payments: Financial account (millions of US dollars),107,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2010,Balance of Payments: Current account (millions of US dollars),-14,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2015,Balance of Payments: Current account (millions of US dollars),-26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2018,Balance of Payments: Current account (millions of US dollars),26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2019,Balance of Payments: Current account (millions of US dollars),-9,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2010,Balance of Payments: Capital account (millions of US dollars),9,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2015,Balance of Payments: Capital account (millions of US dollars),40,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2018,Balance of Payments: Capital account (millions of US dollars),10,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2019,Balance of Payments: Capital account (millions of US dollars),26,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2010,Balance of Payments: Financial account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2015,Balance of Payments: Financial account (millions of US dollars),18,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2018,Balance of Payments: Financial account (millions of US dollars),40,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
798,Tuvalu,2019,Balance of Payments: Financial account (millions of US dollars),11,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,1985,Balance of Payments: Current account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,1995,Balance of Payments: Current account (millions of US dollars),-281,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2010,Balance of Payments: Current account (millions of US dollars),"-1,610",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2015,Balance of Payments: Current account (millions of US dollars),"-1,671",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2018,Balance of Payments: Current account (millions of US dollars),"-2,302",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2019,Balance of Payments: Current account (millions of US dollars),"-2,333",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,1995,Balance of Payments: Capital account (millions of US dollars),48,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2010,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2015,Balance of Payments: Capital account (millions of US dollars),108,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
800,Uganda,2018,Balance of Payments: Capital account (millions of US dollars),95,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed July 2021."
